2011-AUG,7333.0
2011-SEP,7391.0
2011-OCT,7303.0
2011-NOV,7371.0
2011-DEC,7518.0
2012-JAN,7654.0
2012-FEB,7627.0
2012-MAR,7590.0
2012-APR,7510.0
2012-MAY,7651.0
2012-JUN,7544.0
2012-JUL,7658.0
2012-AUG,7608.0
2012-SEP,7605.0
2012-OCT,7423.0
2012-NOV,7626.0
2012-DEC,7951.0
2013-JAN,7905.0
2013-FEB,7849.0
2013-MAR,7849.0
2013-APR,7804.0
2013-MAY,7761.0
2013-JUN,7945.0
2013-JUL,7939.0
2013-AUG,7984.0
2013-SEP,8061.0
2013-OCT,8133.0
2013-NOV,8180.0
2013-DEC,7915.0
2014-JAN,7770.0
2014-FEB,8039.0
2014-MAR,8195.0
2014-APR,8279.0
2014-MAY,8302.0
2014-JUN,8313.0
2014-JUL,8303.0
2014-AUG,8440.0
2014-SEP,8379.0
2014-OCT,8432.0
2014-NOV,8507.0
2014-DEC,8639.0
2015-JAN,8602.0
2015-FEB,8421.0
2015-MAR,8734.0
2015-APR,8828.0
2015-MAY,9043.0
2015-JUN,8852.0
2015-JUL,9003.0
2015-AUG,8985.0
2015-SEP,8938.0
2015-OCT,9056.0
2015-NOV,9037.0
2015-DEC,9144.0
2016-JAN,9033.0
2016-FEB,9080.0
2016-MAR,9043.0
2016-APR,9105.0
2016-MAY,9147.0
2016-JUN,9252.0
2016-JUL,9188.0
2016-AUG,9112.0
2016-SEP,9408.0
2016-OCT,9282.0
2016-NOV,9272.0
2016-DEC,9184.0
2017-JAN,9359.0
2017-FEB,9409.0
2017-MAR,9549.0
2017-APR,9489.0
2017-MAY,9587.0
2017-JUN,9639.0
2017-JUL,9587.0
2017-AUG,9633.0
2017-SEP,9717.0
2017-OCT,9916.0
2017-NOV,9970.0
2017-DEC,9847.0
2018-JAN,9815.0
2018-FEB,9856.0
2018-MAR,9926.0
