Date,AAPL,AXP,BA,CAT,CSCO,CVX,DIS,DWDP,GE,GS,HD,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PFE,PG,TRV,UNH,UTX,V,VZ,WMT,XOM,DJI
2010-01-21,26.740152034826004,37.570307693899004,48.343535117058,45.753750158673,19.816473591037,57.286992732872,27.642205315159,,12.448136452950001,145.38733534821,23.733883670936,105.25599871668001,15.989247736333999,49.996390902155,33.653885590806,21.503256782679998,49.569834468266,68.082767188849,30.223580326620002,24.38952147289,14.365132791805001,14.293662005802,46.818322329137004,,29.461118573667,58.355408408283004,19.931777227786,19.94801459516505,43.355076909651004,52.62578636112001,10390.0
2010-01-22,25.413631170397,34.388950994012,47.175777427575,43.661230362497996,18.981834795084,56.047177176611996,27.073287009098,,12.51806980381,139.2869778322,23.100535651627002,102.40021580577,15.275716047525,49.394589729813994,32.508292050714005,21.451841969699,49.718857704800996,67.07840230408002,29.311141898595,23.536172670939997,14.216154356189001,14.085646134614999,47.186046451709004,,29.514522413982,57.481699883704,19.52582510426,19.75914994506391,43.371462048316005,52.15239098156,10173.0
2010-01-25,26.097967888386997,33.676041929612005,47.183943565263995,44.377515985035,18.998362295994,56.017121041915,27.019104313282,,12.720099484070001,140.06420856758,23.017200385928998,102.90609734999,15.590283781301,49.410220929095004,32.549799063037,21.495346811452,49.483557857641,67.36653977102199,29.228192950592998,23.828749403037,14.371904538879,14.003925613792,47.436411811758006,,29.372112173142,57.07396923890099,19.360612030732,19.98057746587214,43.322306632319005,51.955142906743,10197.0
2010-01-26,26.466160319755,33.952294192067,47.126780601443,44.948934852452,18.923988541899,55.716559694943,26.784312631415,,12.704558739433999,136.35880622452,23.108869178196997,102.6042002994,15.344767501279998,49.074150144540994,31.910591073275,21.41229211356,50.048277490824006,67.201889789913,29.092458308408,23.975037769085997,14.38770528205,13.951921645996,47.483355316766996,,28.873676330204,56.974116836091994,19.152915595439,19.6484361846598,43.92036419362,52.010372367692,10194.0
2010-01-27,26.715991414548,34.460241900452,50.57289070607099,43.009329964459,19.130582303273002,55.378428179599,26.477277355128003,,12.665706877846,136.91913535932,23.200537970465003,103.07744432464001,15.528904711296,49.582164121192996,32.649415892609994,21.558626581273998,49.985530864915,67.75346722663001,29.137703189136,24.113199003687,14.446393756687,14.115362687642,47.577242326785004,,29.585727534401997,56.25850794929401,19.804327142493,19.453058960417238,43.748320237629,51.71055529397,10236.0
2010-01-28,25.611542634379,33.355232850632,51.087357380459004,41.73772178063,18.60996602461,55.032782630580996,26.504368703035997,,12.556921665397999,138.53685979690002,22.783861641973,100.97232435031,15.283388431275,49.863525708261,32.773936929576,21.428112056015998,49.279631323436,66.47742987303,28.632468687668,23.698715299883,14.338045803511,13.840484572146002,48.257923149418,,29.754839695399,56.058803143676,19.506943610142,19.10137995678064,43.101107260331,51.252939760395,10120.0
2010-01-29,24.682772406978998,33.560194206647,49.486794393475,42.043551596994,18.568647272335,54.19121085906,26.684977689087,,12.494758686856,134.4066918194,23.342207922153,99.862648704923,14.884424476242001,49.128859342027,32.325661196497,21.455796955313,48.96589819389,66.263384897588,28.790825770218,22.902256418062,14.389962531074,13.862771986916,48.156212221898,,29.372112173142,56.15033451291799,19.360612030732,19.159993124053408,43.772897945628,50.834773841784,10067.0
2010-02-01,25.025519078692998,34.050319188422,50.385069539232,42.606922311349,18.783504784164,55.288259775508,26.657886341178997,,12.626855016257,138.39225872986,23.658881931807,101.72298728689002,15.045544535005,49.308618133765,32.898457966543,21.507211768293,50.111024116733,66.22222240231,28.881315531675,23.089180441346002,14.468966246931,13.959350784251999,48.500464591966,,29.487820493824,56.20858174789001,19.745322473376,19.28373203274036,43.813860792292004,52.215510365501004,10186.0
2010-02-02,25.170739828238002,34.772139616127,50.238079060835,43.097859648143995,19.023153547358998,55.94198070517201,27.073287009098,,13.093077355319,141.83557163889,24.192227632277998,102.424693945,15.275716047525,50.012022101436,33.66218699327,21.772195804424,50.220830712074005,66.213989903255,29.816376400063,23.129816098582,14.430593013515,14.159937517182,49.212441084603995,,30.306679378650998,56.607991359126,19.82792901014,19.361882922437374,43.822053361625,52.83092435893,10297.0
2010-02-03,25.60383179812,34.157255548082,50.532060017628005,42.969089199147994,19.064472299633998,55.010240529558,27.768631605395,,12.960981025918,142.09766107291,23.725550144366004,102.53076588169,15.220091265332,49.730660514368,33.446350529195,21.701006063374,51.146343444235,67.094867302191,29.198029696774,23.267977333184,14.446393756687,13.966779922509,49.016843147066005,,29.656932654821,56.782733064042,19.71227985867,19.010203918800773,44.461073769590996,52.546887131194,10271.0
2010-02-04,24.681101725789,33.444346483682,48.772564273441,41.367506739768,19.138846053728003,53.627658333487,26.793343080718003,,12.463677197586,136.17805489071,23.275539709594003,100.3603708694,14.709661375337,48.956916149929,31.835878451095,21.131488134975,50.24436069679,65.20962501848601,27.976417917105998,22.625933948859,14.015259193010001,13.524223523246,48.038853459375,,28.891477610309,55.23502082050201,19.601351080729998,18.645499766881336,43.396039756315005,51.06358160857099,10002.0
2010-02-05,25.119334253178,33.729510109442,48.016145542295,41.649192096946,19.585088578297,53.484891693675,26.675947239785,,12.269417889643,139.32312809897,23.317207342442998,100.33589273015998,15.057681754879,48.956916149929,31.794371438773,20.997018624103,49.703171048324,64.658047581768,27.69740781928,22.772222314908,13.927226481056001,13.471716831808,47.96061428436,,28.962682730728996,55.33487322331101,19.485701929260003,18.71713808243694,43.789283084294006,50.795324226821,10012.0
2010-02-08,24.947125576726,32.784905599111,47.59682646307299,40.868521249911,19.418987194152,52.695918157874004,26.621764543969,,12.121780815607,136.55763269171,23.825552463204,99.89528622390499,14.964876320334001,48.745894959628004,31.296287290907003,20.822999257092,49.350221277584,63.826565177164,27.591836430914,22.528408371493,13.836936520076002,13.381705360771,47.733720676816,,28.846974410047,54.419559530895995,19.601351080729998,18.47617283920445,43.363269478983,51.103031223535005,9908.0
2010-02-09,25.213149427663,33.453257846987,49.117885868094994,43.081763342018995,19.742099836942,53.582574131441,26.946860718862,,12.121780815607,137.81385446167,24.058891207160002,100.98538083070999,15.196889906696,49.050703345619,31.869084060953004,21.360877300579997,49.860037613097,64.806232564767,27.501346669457003,22.764095183461,14.110063652039,13.411709184449998,48.320514489429996,,29.372112173142,55.351515290445995,19.653275189553,18.72365065657836,43.625431697636,51.778051837987,10059.0
2010-02-10,25.075125458625998,33.640396476392,48.953447013498,42.775933525655,19.634671081027,53.16178824568,27.11843925561,,12.191714166466,138.84413706438,23.875553622623,100.65753282866999,15.227825051544,49.027256546695995,32.267551379246,21.273867617074,49.60905110946,64.72390757421199,27.297744706178,22.747840920566002,14.139407889356999,13.306695801574,48.250099231917,,29.113993611620998,55.451367693254994,19.770104434405,18.801801546275385,43.617239128303005,51.500102173212994,10038.0
2010-02-11,25.531863993035998,34.121610094862,49.816751000131,45.190379444319,19.775154838762,53.387209255909006,27.235835096543997,,12.253877145008,139.22371486537,24.158893525998,101.41158323337,15.513975141391,49.167937340231,32.392072416212,21.443931998471,50.032590834347,66.082269918367,27.810520021101,22.853493629379,14.209382609116002,13.404208228529999,48.476992839461005,,29.478919853772002,55.509614928226995,20.124661544061,18.9125153066795,43.486158018977,51.809817513961,10144.0
2010-02-12,25.751622826418,34.237457817827,49.043888383526,45.230620209630004,19.634671081027,53.868107411065,27.154561052821002,,12.082928954019,139.11526406509,24.167227052568002,101.63288063476,15.800125231236999,49.019440947056,32.333962598961,21.349012343738,49.875724269574,65.184927521319,27.84068327492,22.699078131883002,14.10554915399,13.351701537092,48.320514489429996,,28.642259688840003,54.660869504351,20.039567837743,18.840876991123896,43.338691770985,51.460395078245,10099.0
2010-02-16,26.139734918123,35.306821414428,50.367621163031,45.971050291352995,19.833001091947,55.370133219737994,27.515779024923,,12.463677197586,142.25129970665,24.533902221642,102.64101324104999,16.024405031387,49.715029315086,33.263719674978,21.681231135304,50.205144055597,65.810597449536,28.398703470570997,23.146070361476003,14.36739004083,13.291693889735,49.157673662094,,28.152724485954,55.193415652665,20.299576384824,19.00369134465936,43.87940134695501,52.635725089291,10269.0
2010-02-17,26.03049807112,34.798873706042,50.828049955902,46.276880107717,19.890847345131,55.256343385747996,27.867966547722997,,12.549151293080001,142.12477377299,25.017246762693,103.54259524668001,15.978002314114,50.004206501796,33.238815467584,21.882935401612002,50.401227261562994,66.407453631059,28.157397440019,23.342015930674,14.554741709862,13.254189110136002,49.173321497097,,28.971583370781,56.395805003156994,20.4272169443,18.977641048093684,44.289029813599996,52.222771301626,10309.0
2010-02-18,26.079076339552003,34.887987339092,51.707797827995996,46.526372852646,20.064386104686,55.848050522498,28.012453736565,,12.61908464394,140.74202606936,25.250585506649,104.75563285426,16.117210465931002,50.05110009964001,33.545967358768,22.112324567217,50.573780482813994,67.211237384766,28.119693372746,23.651446642032,14.545712713764,13.299194845653998,49.595813042179,,29.096192331515997,57.032194191017,20.554857503776,18.9841536222351,43.80566822295901,52.381599681497,10393.0
2010-02-19,25.917405805988,34.807785069347,52.283333819084994,46.880491587383005,20.130496108326,56.174248046604006,28.202093171918,,12.564692037716,141.14871657042,25.125582608101002,104.24746845109001,16.101742893506998,50.254305690300995,33.23051406512,22.037179840554,50.777707017019,67.550981033241,28.270509641841002,23.488975107572,14.525397472543002,13.494219699567001,49.64275654718799,,28.428644327581,57.375509410784,20.519401792811,18.899490158396663,43.822053361625,52.310126910555,10402.0
2010-02-22,25.756249328174,34.691937346382,52.595767642819006,46.703432220014,20.080913605596002,55.347375252940004,28.102758229590002,,12.626855016257,141.62770760501002,25.267252559787998,103.96879764935,16.140411824567,50.00228597833,33.911229067203,21.902710329682,50.801237001734,66.854920875391,27.991499544015003,23.456317512705997,14.516368476445,13.464215875888,49.619284794684,,29.443317293562004,57.275026907438004,20.543038933455,18.886465010113824,44.10060071894301,51.936880217858,10383.0
2010-02-23,25.324828039481,33.800801015882,51.609134515238,45.600835250491,19.874319844221002,54.649464271132004,27.922149243539,,12.393743846726,141.61867003831998,25.625594202292,103.64914584735001,15.767643329145999,49.860524890346,33.105993028154,21.685186120918,50.879670284121,66.051137121683,27.531509923276,23.129741564043,14.475737994005,13.254189110136002,49.454982527152005,,29.203000012146,56.76424084876,20.356305522369002,18.71713808243694,43.928556762952994,51.571574944154996,10282.0
2010-02-24,25.78709267321,34.228546454522,52.192892449057,45.842279842357996,20.113968607416002,54.877043939112994,28.346580360759997,,12.448136452950001,143.09179340886,26.133939323053003,104.57531645313,16.008937458962,49.970783514333,33.911229067203,21.815700646176,51.185560085428,66.349448617904,27.848224088375,23.37467352554,14.656317915963,13.359202493011999,49.987008917256006,,29.923951856395,57.459244830239,20.240483533215002,18.86041471354815,44.17433384293899,52.056001502761,10374.0
2010-02-25,25.959815405412,33.898826012237,51.691353942536004,45.7054612403,20.105704856961,54.702566193661006,28.319489012852003,,12.448136452950001,141.06737847021003,26.133939323053003,104.14911405046999,15.954800955478001,49.836898042348004,33.73689961545,21.008883580943998,50.926730253552996,66.075996413035,27.576754804004,23.350180329390998,14.933959545975,13.269191021975,49.838354484727,,29.772640975503002,57.501112539967004,20.14593497064,18.8083141204168,44.362762937595996,51.730403324026,10321.0
2010-02-26,26.296521922057,34.032496461812,51.929790281702005,45.914713219918006,20.105704856961,54.846699983381995,28.211123621221,,12.557604989597001,141.61867003831998,26.000602897935,104.22287985093,15.877463093357001,49.616380794373,34.84098614322,20.850684156389,50.507482551869,66.415740061509,27.810520021101,23.407331120407,15.2590034055,13.164177639099,49.509749949663004,,30.137567217655,57.484365456076,20.157753540962,18.840876991123896,44.29722238293299,51.619223458116,10325.0
2010-03-01,26.85812782959,33.979028281982,52.620433471008994,46.558565464895,20.328826119245,55.23358541895001,28.482037100298,,12.432498090572,141.79076819827,26.192274009042002,105.37854405815,16.140411824567,49.923529818338004,34.724766508718,21.068208365152,50.610316893792,66.772056570885,28.104611745836,23.693085075486998,15.403467343067,13.314196757493999,49.689700052198,,30.297778738599,58.313346108683994,20.521765506875,18.879952435972406,44.157948704274,51.936880217858,10404.0
2010-03-02,26.840135878319,34.210723727912004,52.982198951122,46.800010056760996,20.3370898697,55.620470854517,28.789072376585,,12.432498090572,143.79254153236,26.133939323053003,104.43598105226,16.007004012409002,49.962907898333995,34.550437056964995,21.080073321994,50.681509899737996,67.227810245667,28.195101507293,23.235878747359,15.356065113552999,13.201682418698,49.846178402228006,,30.217672978127,58.405455070084,20.434308086493,19.055791937790712,43.90397905495401,52.0083529888,10406.0
2010-03-03,26.901822568390998,34.112698731557,52.990420893852,47.138032485374005,20.527156130165,55.476337064796,28.572341593323998,,12.53414744603,142.8595883495,26.225608115321002,103.9933862495,15.869729307144999,49.931405434338,34.475724434785,21.329237415669,50.333455204001,67.12008664981,28.059366865108,23.235878747359,15.268032401598001,12.991655652946,49.720995722204,,30.351182578914,58.279851940901004,20.517038078745998,18.971128473952266,43.961327040284004,51.960704474839,10397.0
2010-03-04,27.079171802349,34.656291893162,53.894834594135,47.041454648627,20.618057385169,55.438407120132,29.412173378463002,,12.596700895542,148.19463130777,26.200607535612,103.86224704868,15.877463093357001,50.065290906322005,34.799479130898,21.542806638818004,50.17524852411999,67.136659510711,28.006581170925003,23.37467352554,15.326720876235001,12.999156608866,49.814882732222,,29.32760897288,58.924614670706994,20.573767216291,19.06230451193213,44.207104120271,51.936880217858,10444.0
2010-03-05,28.138126648589,35.823680486118,55.851656963837996,47.66921058748,20.832914896999,56.363897769920996,29.999152583129,,12.784361244079001,151.42826515515,26.500614492126,104.29664565139,16.078541534871,50.43544485828,35.538303950232,21.633771307937998,50.365096539976996,68.313332634695,28.270509641841002,23.339974830995,15.483092862108,13.111670947660999,49.830530567225,,30.030759537025,59.661486361913994,20.921233183754,19.036254215366448,44.354570368263,52.786612050169,10566.0
2010-03-08,28.154833460484,35.387023684173,55.284342915478,47.411669689489,21.593179938857002,56.621821393633006,29.972061235222,,12.721807794567,153.83763939436,26.433946279568,103.60816484709,16.063073962447,50.561454714266006,35.355673096015,21.538851653205,51.512094969111004,67.376965993778,28.164938253474002,23.37467352554,15.596405895349,13.014158520705,49.439334692149004,,29.461118573667,59.251182806583,21.422340565401,19.296757181023192,44.362762937595996,52.794553469162,10553.0
2010-03-09,28.661178374827,35.378112320868,55.73654976561999,47.628969822169,21.593179938857002,56.363897769920996,30.080426626852997,,12.893829780725,152.94091740308,26.597491738501,102.90329164269001,16.194548328052,50.61658402625999,35.214549254119,21.428112056015998,51.496274301123,67.94044326441801,27.931173036377,23.513468303722,15.621334762662,12.924147049669001,49.525397784666005,,29.443317293562004,60.105284085027,21.308882290311,19.479109256982913,44.289029813599996,53.032796038969,10564.0
2010-03-10,28.895073741351,35.395935047478,57.56182105164601,47.307043699679994,21.379975177118002,56.105974146209995,30.098487525458,,12.909468143104,155.73977695163998,26.622678757192997,102.96066504305,16.387892983352998,50.632335258258,35.637920779805,21.436022027244,51.369708957218,67.584126755043,27.652162938551,23.652263081904,15.664393715294,12.864139402311,49.298504177121,,29.585727534401997,60.113657626973,21.632711117129997,19.374908070720213,44.184574554606,53.382218474685004,10567.0
2010-03-11,28.9798929402,35.743478216373,57.611152708024996,47.403621536427,21.460959931577,56.128732113008006,30.531949091981,,12.886010599536,157.16185122066003,26.975297018877,104.58351265319,16.434295700626,50.577205946264,35.845455841416005,21.372742257421,51.583287975057004,67.335533841525,28.097070932381,23.823715454952,15.807168137178,12.969152785187,49.423686857145995,,29.817144175766,60.322996175611,21.921084232983,19.433521237992984,44.464693058215,53.382218474685004,10612.0
2010-03-12,29.121258271616,36.322716831198,57.413826082508,48.57865188351,21.386586177482,55.923910411825,30.423583700349997,,13.323884746123,158.47523191497,27.243958551589,104.86218345493,16.44976327305,50.545703482268,35.820551634023,21.273055959579,51.836418662866,67.434971006932,28.310389258332,23.897195043401,15.841162047151,12.811632710873,49.541045619669,,29.292006412670002,59.895945536389,22.041633650266,19.361882922437374,44.407021601589,53.048678876956,10625.0
2010-03-15,28.766559803699998,36.269248651367995,57.060282545125,47.862366260973,21.551861186582,55.810120577834,30.450675048258,,13.519364275848998,157.17996681644,27.445454701124,104.77202525435999,16.372425410929,50.852852506233,35.754140414306995,21.39267951699,52.152832022627,67.335533841525,28.759881445157,23.913523840834,15.952208819727002,12.946649917428,49.838354484727,,28.953782090675997,60.155525336701004,21.843081668859,19.44654638627582,45.659316088313,52.651607927278,10642.0
2010-03-16,28.844953305667,36.465298644078004,56.501190439495,47.84626995484901,21.609707439767,56.121146124075004,30.477766396165,,14.129260408594,159.58934105566001,27.327915280562,105.46050605865999,17.022063452742,50.82135004223699,35.895264256203,21.412616776558,52.263576698544,67.66699105954899,28.904633166338,23.978839030567002,15.949942559061999,12.946649917428,49.70534788720101,,29.416615373404998,60.62444368564999,21.663439399966997,19.49213440526575,46.128926520835,52.866026240104,10686.0
2010-03-17,28.802543706243,36.545500913823,57.043838659665006,48.465977740639,21.700608694772,56.644579360431,30.477766396165,,14.105802865027002,159.99694196079,27.30272826187,104.714651854,17.201873982172998,50.915857434226,36.351841391746,21.46844110335,52.508797052358,68.09788544298,29.011292329314,24.191113397197,16.063255592304,12.909145137829,50.080895927274,,29.149596171831003,60.448599304793994,21.630347403066,19.63541103637696,46.071255064209005,53.493398340595,10734.0
2010-03-18,28.870656093197,36.536589550517995,58.268908126412,48.103810852839004,21.766718698411,56.71285326082501,30.504857744073,,14.223090582862001,160.73062359003,27.201980187103,105.22281625718,17.169005390771,51.238757690189,36.22732035478,21.512303074401,52.746107072179,69.33256358011799,29.293177260034,24.174784599764,16.919902123609,12.924147049669001,49.861826237231,,29.897249936237998,60.708179105106,21.304154862182,19.733099648498236,46.087732623245,53.517222597576,10779.0
2010-03-19,28.562209791441997,35.939528209083,58.145578985465,47.781884730351,21.609707439767,56.879745017344,30.378431453837,,14.129260408594,161.13822449516002,27.168397495514,104.67367085375,17.008529326871,51.278135770185,36.069593707956,21.831299227497002,52.627452062269,67.915583973067,28.996055306031,24.158455802330998,16.661548407818998,12.684116460237998,49.947889329748,,30.609301140435,61.327821209075005,20.999235747878,19.804737964053842,45.59340585217,53.239272932801,10742.0
2010-03-22,28.883507486962,36.607880456958,59.123990170316,48.248677607959,21.717136195682002,56.485273592844,30.658375382217002,,14.129260408594,159.55990321251002,27.428663355329,104.89496825513001,17.19994053562,51.270260154186,36.310334379424,21.747562737308996,53.007148093982,67.81614680766,29.178899585418,24.166620201048,16.743133791752,12.864139402311,49.979184999754,,29.639131374716,60.800288066506994,21.093784310453,19.961039743447888,45.824091678672,53.183682999846,10786.0
2010-03-23,29.347442801880998,36.750462269837996,59.345982624022,50.228523261263,22.014631212061,56.720439249757995,30.712558078031996,,14.332559119509002,158.35748054236998,27.361497972151,106.03424006225,17.534426789291,51.475026170163005,37.007652186436,22.05060908275,53.276099449779,68.23875476064,29.331269818240003,24.395223365112,16.881375692307,13.15667668318,50.487739637353,,29.514522413982,61.202218079892,21.268699151217,20.175954690114697,46.046538725656006,53.167800161859,10889.0
2010-03-24,29.477241878908,36.545500913823,59.46108982224,49.946837904085996,21.857619953416,56.083216179411004,31.05571515153,,14.426389293777001,157.97705303092,27.134814803925,105.34575925795001,17.346882473649,50.99461359421699,37.306502675156004,21.779462352619,52.841031080108,67.625558907296,28.957962747826,24.207442194631,16.629820758511,13.209183374618002,49.767939227213,,29.122894251673003,61.160350370164004,20.977962321299,19.83730083476093,45.7911365606,52.810436307149,10836.0
2010-03-25,29.127683968498,36.910866809328,59.600862848647004,50.011223128583005,21.841092452505997,55.984598323286,31.68784660271,,14.309101575941998,158.42088512761998,27.386684990843,105.92768946158002,17.285012183952,50.852852506233,37.306502675156004,21.851236487065,52.920134420048,67.062081636655,28.782736980081,24.501360548427,16.672879711143,13.044162344384,49.775763144714006,,29.478919853772002,61.352941834912,21.370338855985,19.73961222263965,45.815852899153995,52.651607927278,10841.0
2010-03-26,29.673868203513,36.643525910178,59.683082275946,50.25266772045,21.873321079281002,56.462515626046,31.886516487366,,14.340378300698,156.58215215558002,27.495828738506997,105.94408186168002,17.19994053562,50.70321580225001,37.372913894871004,21.79142470836,53.204906443832996,67.12008664981,28.516089072642004,24.215606593347,16.745400052417,12.856638446391,49.830530567225,,29.042788491201,61.646015803005,21.332519430955,19.778687667488168,45.733465103975,52.842201983124,10850.0
2010-03-29,29.865353970612997,36.964334989158004,60.932817570881994,51.08967563892,21.907202456146003,57.069394740662005,31.751059747828002,,14.387293387832,157.65097230681002,27.369893645048,105.39493645825,17.269544611528,51.049742906211,37.24009145544,21.839274131324,53.054610097946,67.418398146031,28.866540608133,24.158455802330998,16.763530137736,12.961651829267002,49.861826237231,,29.229701932302998,61.964210396934995,21.330155716889998,19.830788260619517,45.922957032887,53.445749826634,10896.0
2010-03-30,30.309369625194996,36.955423625853,60.455944892551,50.832134740929,22.022894962516,57.122496663191,31.696877052012,,14.309101575941998,155.2325402697,27.445454701124,105.54246805916999,17.277278397739998,51.112747834203994,37.007652186436,21.879148650461,53.189085775845,69.838035837604,28.691314840387,24.305414979229003,16.727269967098998,12.946649917428,49.807058814721,,29.425516013457,62.073066442227,21.509797985783,20.338769043650164,46.063016284691,53.247214351794995,10907.0
2010-03-31,30.200775347881,36.928572991105,59.699526161405004,50.582641996000994,21.510542434307,57.524554076623,31.525298515263,,14.230909764051,154.55320542782,27.160001822617,105.11626565651,17.23860946668,51.349016314177,37.10726901601,21.930985525338997,52.777748408155006,69.249699275612,28.455140979513,23.911482741154998,16.657015886489,12.864139402311,49.501926032160995,,29.078391051411,61.63764226106,21.516889127975997,20.20200498668037,45.807614119636,53.19162441884,10857.0
2010-04-01,30.325433867402,37.322382300753,60.011959985139,51.500131445093004,21.345267425208,58.176949124835,32.103247270627996,,14.332559119509002,154.18183571424998,27.185188841309,105.11626565651,17.3159473288,51.797926426126004,37.547243346624,22.05060908275,53.458037131642,69.481719328229,28.729407398593,23.807386657519,16.772595180395,12.811632710873,49.572341289674995,,29.389913453246997,62.073066442227,21.876173665760003,20.371331914357256,45.716987544939,53.691933815434,10927.0
